Age,Gender,Education Level,Job Title,Years of Experience,Salary,Job Category,Job Type
28.0,Male,High School,Sales Associate,2.0,35000.0,Junior,Sales & Marketing
39.0,Female,Master's,Marketing Manager,10.0,110000.0,Regular,Management
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
45.0,Male,PhD,Data Scientist,18.0,180000.0,Regular,Data & Analytics
25.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
40.0,Female,Master's,Human Resources Manager,11.0,120000.0,Regular,Management
33.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
29.0,Female,High School,Sales Associate,1.0,30000.0,Junior,Sales & Marketing
44.0,Male,PhD,Data Scientist,16.0,160000.0,Regular,Data & Analytics
26.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
36.0,Female,Master's,Marketing Coordinator,8.0,85000.0,Regular,Sales & Marketing
31.0,Male,Bachelor's,Operations Manager,5.0,70000.0,Regular,Management
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
42.0,Male,PhD,Data Scientist,13.0,140000.0,Regular,Data & Analytics
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
28.0,Male,High School,Sales Associate,2.0,35000.0,Junior,Sales & Marketing
39.0,Female,Master's,Marketing Manager,10.0,110000.0,Regular,Management
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
45.0,Male,PhD,Data Scientist,18.0,180000.0,Regular,Data & Analytics
25.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
40.0,Female,Master's,Human Resources Manager,11.0,120000.0,Regular,Management
33.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
29.0,Female,High School,Sales Associate,1.0,30000.0,Junior,Sales & Marketing
44.0,Male,PhD,Data Scientist,16.0,160000.0,Regular,Data & Analytics
26.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
27.0,Male,Bachelor's,Software Engineer,3.0,60000.0,Regular,Software & IT
38.0,Female,Master's,Marketing Manager,9.0,100000.0,Regular,Management
44.0,Male,PhD,Data Scientist,15.0,150000.0,Regular,Data & Analytics
30.0,Female,Bachelor's,Human Resources Coordinator,4.0,55000.0,Regular,Human Resources
23.0,Male,High School,Sales Associate,1.0,30000.0,Junior,Sales & Marketing
28.0,Female,Master's,Software Developer,5.0,70000.0,Regular,Software & IT
34.0,Male,Bachelor's,Operations Manager,8.0,90000.0,Regular,Management
25.0,Female,Master's,Marketing Coordinator,2.0,40000.0,Regular,Sales & Marketing
41.0,Male,PhD,Data Scientist,12.0,130000.0,Regular,Data & Analytics
33.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
26.0,Male,High School,Sales Associate,2.0,35000.0,Junior,Sales & Marketing
37.0,Female,Master's,Marketing Manager,10.0,110000.0,Regular,Management
29.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
46.0,Male,PhD,Data Scientist,18.0,180000.0,Regular,Data & Analytics
26.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
39.0,Female,Master's,Human Resources Manager,11.0,120000.0,Regular,Management
32.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
28.0,Female,High School,Sales Associate,1.0,30000.0,Junior,Sales & Marketing
43.0,Male,PhD,Data Scientist,16.0,160000.0,Regular,Data & Analytics
27.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
35.0,Female,Master's,Marketing Coordinator,8.0,85000.0,Regular,Sales & Marketing
30.0,Male,Bachelor's,Operations Manager,5.0,70000.0,Regular,Management
26.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
41.0,Male,PhD,Data Scientist,13.0,140000.0,Regular,Data & Analytics
33.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
27.0,Male,High School,Sales Associate,2.0,35000.0,Junior,Sales & Marketing
38.0,Female,Master's,Marketing Manager,10.0,110000.0,Regular,Management
29.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
46.0,Male,PhD,Data Scientist,18.0,180000.0,Regular,Data & Analytics
26.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
39.0,Female,Master's,Human Resources Manager,11.0,120000.0,Regular,Management
32.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
28.0,Female,High School,Sales Associate,1.0,30000.0,Junior,Sales & Marketing
43.0,Male,PhD,Data Scientist,16.0,160000.0,Regular,Data & Analytics
27.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
35.0,Female,Master's,Marketing Coordinator,8.0,85000.0,Regular,Sales & Marketing
30.0,Male,Bachelor's,Operations Manager,5.0,70000.0,Regular,Management
26.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
41.0,Male,PhD,Data Scientist,13.0,140000.0,Regular,Data & Analytics
33.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
27.0,Male,High School,Sales Associate,2.0,35000.0,Junior,Sales & Marketing
38.0,Female,Master's,Marketing Manager,10.0,110000.0,Regular,Management
29.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
46.0,Male,PhD,Data Scientist,18.0,180000.0,Regular,Data & Analytics
26.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
39.0,Female,Master's,Human Resources Manager,11.0,120000.0,Regular,Management
32.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
28.0,Female,High School,Sales Associate,1.0,30000.0,Junior,Sales & Marketing
43.0,Male,PhD,Data Scientist,16.0,160000.0,Regular,Data & Analytics
27.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
35.0,Female,Master's,Marketing Coordinator,8.0,85000.0,Regular,Sales & Marketing
30.0,Male,Bachelor's,Operations Manager,5.0,70000.0,Regular,Management
26.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
41.0,Male,PhD,Data Scientist,13.0,140000.0,Regular,Data & Analytics
33.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
27.0,Male,High School,Sales Associate,2.0,35000.0,Junior,Sales & Marketing
38.0,Female,Master's,Marketing Manager,10.0,110000.0,Regular,Management
29.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
46.0,Male,PhD,Data Scientist,18.0,180000.0,Regular,Data & Analytics
26.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
39.0,Female,Master's,Human Resources Manager,11.0,120000.0,Regular,Management
32.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
28.0,Female,High School,Sales Associate,1.0,30000.0,Junior,Sales & Marketing
43.0,Male,PhD,Data Scientist,16.0,160000.0,Regular,Data & Analytics
27.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
35.0,Female,Master's,Marketing Coordinator,8.0,85000.0,Regular,Sales & Marketing
30.0,Male,Bachelor's,Operations Manager,5.0,70000.0,Regular,Management
26.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
41.0,Male,PhD,Data Scientist,13.0,140000.0,Regular,Data & Analytics
33.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
27.0,Male,High School,Sales Associate,2.0,35000.0,Junior,Sales & Marketing
38.0,Female,Master's,Marketing Manager,10.0,110000.0,Regular,Management
29.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
46.0,Male,PhD,Data Scientist,18.0,180000.0,Regular,Data & Analytics
26.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
39.0,Female,Master's,Human Resources Manager,11.0,120000.0,Regular,Management
32.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
28.0,Female,High School,Sales Associate,1.0,30000.0,Junior,Sales & Marketing
43.0,Male,PhD,Data Scientist,16.0,160000.0,Regular,Data & Analytics
27.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
35.0,Female,Master's,Marketing Coordinator,8.0,85000.0,Regular,Sales & Marketing
30.0,Male,Bachelor's,Operations Manager,5.0,70000.0,Regular,Management
26.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
41.0,Male,PhD,Data Scientist,13.0,140000.0,Regular,Data & Analytics
33.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
27.0,Male,High School,Sales Associate,2.0,35000.0,Junior,Sales & Marketing
38.0,Female,Master's,Marketing Manager,10.0,110000.0,Regular,Management
29.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
46.0,Male,PhD,Data Scientist,18.0,180000.0,Regular,Data & Analytics
26.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
39.0,Female,Master's,Human Resources Manager,11.0,120000.0,Regular,Management
32.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
28.0,Female,High School,Sales Associate,1.0,30000.0,Junior,Sales & Marketing
43.0,Male,PhD,Data Scientist,16.0,160000.0,Regular,Data & Analytics
27.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
35.0,Female,Master's,Marketing Coordinator,8.0,85000.0,Regular,Sales & Marketing
30.0,Male,Bachelor's,Operations Manager,5.0,70000.0,Regular,Management
26.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
41.0,Male,PhD,Data Scientist,13.0,140000.0,Regular,Data & Analytics
33.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
27.0,Male,High School,Sales Associate,2.0,35000.0,Junior,Sales & Marketing
38.0,Female,Master's,Marketing Manager,10.0,110000.0,Regular,Management
29.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
46.0,Male,PhD,Data Scientist,18.0,180000.0,Regular,Data & Analytics
26.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
39.0,Female,Master's,Human Resources Manager,11.0,120000.0,Regular,Management
32.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
28.0,Female,High School,Sales Associate,1.0,30000.0,Junior,Sales & Marketing
43.0,Male,PhD,Data Scientist,16.0,160000.0,Regular,Data & Analytics
27.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
35.0,Female,Master's,Marketing Coordinator,8.0,85000.0,Regular,Sales & Marketing
30.0,Male,Bachelor's,Operations Manager,5.0,70000.0,Regular,Management
26.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
41.0,Male,PhD,Data Scientist,13.0,140000.0,Regular,Data & Analytics
33.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
27.0,Male,High School,Sales Associate,2.0,35000.0,Junior,Sales & Marketing
38.0,Female,Master's,Marketing Manager,10.0,110000.0,Regular,Management
29.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
46.0,Male,PhD,Data Scientist,18.0,180000.0,Regular,Data & Analytics
26.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
39.0,Female,Master's,Human Resources Manager,11.0,120000.0,Regular,Management
32.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
28.0,Female,High School,Sales Associate,1.0,30000.0,Junior,Sales & Marketing
43.0,Male,PhD,Data Scientist,16.0,160000.0,Regular,Data & Analytics
27.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
24.0,Male,Bachelor's,Software Engineer,2.0,55000.0,Regular,Software & IT
32.0,Female,Master's,Marketing Manager,7.0,90000.0,Regular,Management
45.0,Male,PhD,Data Scientist,16.0,160000.0,Regular,Data & Analytics
28.0,Female,Bachelor's,Human Resources Coordinator,4.0,60000.0,Regular,Human Resources
22.0,Male,High School,Sales Associate,1.0,25000.0,Junior,Sales & Marketing
29.0,Female,Master's,Software Developer,5.0,70000.0,Regular,Software & IT
36.0,Male,Bachelor's,Operations Manager,8.0,100000.0,Regular,Management
27.0,Female,Bachelor's,Marketing Coordinator,3.0,45000.0,Regular,Sales & Marketing
42.0,Male,PhD,Data Scientist,14.0,140000.0,Regular,Data & Analytics
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
25.0,Male,High School,Sales Associate,2.0,30000.0,Junior,Sales & Marketing
39.0,Female,Master's,Marketing Manager,11.0,120000.0,Regular,Management
30.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
47.0,Male,PhD,Data Scientist,19.0,190000.0,Regular,Data & Analytics
25.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
40.0,Female,Master's,Human Resources Manager,12.0,130000.0,Regular,Management
33.0,Male,Bachelor's,Operations Manager,7.0,85000.0,Regular,Management
29.0,Female,High School,Sales Associate,1.0,25000.0,Junior,Sales & Marketing
44.0,Male,PhD,Data Scientist,15.0,150000.0,Regular,Data & Analytics
28.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
36.0,Female,Master's,Marketing Coordinator,9.0,100000.0,Regular,Sales & Marketing
31.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
42.0,Male,PhD,Data Scientist,14.0,140000.0,Regular,Data & Analytics
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
26.0,Male,High School,Sales Associate,2.0,30000.0,Junior,Sales & Marketing
39.0,Female,Master's,Marketing Manager,11.0,120000.0,Regular,Management
30.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
47.0,Male,PhD,Data Scientist,19.0,190000.0,Regular,Data & Analytics
25.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
40.0,Female,Master's,Human Resources Manager,12.0,130000.0,Regular,Management
33.0,Male,Bachelor's,Operations Manager,7.0,85000.0,Regular,Management
29.0,Female,High School,Sales Associate,1.0,25000.0,Junior,Sales & Marketing
44.0,Male,PhD,Data Scientist,15.0,150000.0,Regular,Data & Analytics
28.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
36.0,Female,Master's,Marketing Coordinator,9.0,100000.0,Regular,Sales & Marketing
31.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
42.0,Male,PhD,Data Scientist,14.0,140000.0,Regular,Data & Analytics
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
26.0,Male,High School,Sales Associate,2.0,30000.0,Junior,Sales & Marketing
39.0,Female,Master's,Marketing Manager,11.0,120000.0,Regular,Management
30.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
47.0,Male,PhD,Data Scientist,19.0,190000.0,Regular,Data & Analytics
25.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
40.0,Female,Master's,Human Resources Manager,12.0,130000.0,Regular,Management
33.0,Male,Bachelor's,Operations Manager,7.0,85000.0,Regular,Management
29.0,Female,High School,Sales Associate,1.0,25000.0,Junior,Sales & Marketing
44.0,Male,PhD,Data Scientist,15.0,150000.0,Regular,Data & Analytics
28.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
36.0,Female,Master's,Marketing Coordinator,9.0,100000.0,Regular,Sales & Marketing
31.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
42.0,Male,PhD,Data Scientist,14.0,140000.0,Regular,Data & Analytics
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
26.0,Male,High School,Sales Associate,2.0,30000.0,Junior,Sales & Marketing
39.0,Female,Master's,Marketing Manager,11.0,120000.0,Regular,Management
30.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
47.0,Male,PhD,Data Scientist,19.0,190000.0,Regular,Data & Analytics
25.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
40.0,Female,Master's,Human Resources Manager,12.0,130000.0,Regular,Management
33.0,Male,Bachelor's,Operations Manager,7.0,85000.0,Regular,Management
29.0,Female,High School,Sales Associate,1.0,25000.0,Junior,Sales & Marketing
44.0,Male,PhD,Data Scientist,15.0,150000.0,Regular,Data & Analytics
28.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
36.0,Female,Master's,Marketing Coordinator,9.0,100000.0,Regular,Sales & Marketing
31.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
42.0,Male,PhD,Data Scientist,14.0,140000.0,Regular,Data & Analytics
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
26.0,Male,High School,Sales Associate,2.0,30000.0,Junior,Sales & Marketing
39.0,Female,Master's,Marketing Manager,11.0,120000.0,Regular,Management
30.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
47.0,Male,PhD,Data Scientist,19.0,190000.0,Regular,Data & Analytics
25.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
40.0,Female,Master's,Human Resources Manager,12.0,130000.0,Regular,Management
33.0,Male,Bachelor's,Operations Manager,7.0,85000.0,Regular,Management
29.0,Female,High School,Sales Associate,1.0,25000.0,Junior,Sales & Marketing
44.0,Male,PhD,Data Scientist,15.0,150000.0,Regular,Data & Analytics
28.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
36.0,Female,Master's,Marketing Coordinator,9.0,100000.0,Regular,Sales & Marketing
31.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
42.0,Male,PhD,Data Scientist,14.0,140000.0,Regular,Data & Analytics
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
26.0,Male,High School,Sales Associate,2.0,30000.0,Junior,Sales & Marketing
39.0,Female,Master's,Marketing Manager,11.0,120000.0,Regular,Management
30.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
47.0,Male,PhD,Data Scientist,19.0,190000.0,Regular,Data & Analytics
25.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
40.0,Female,Master's,Human Resources Manager,12.0,130000.0,Regular,Management
33.0,Male,Bachelor's,Operations Manager,7.0,85000.0,Regular,Management
29.0,Female,High School,Sales Associate,1.0,25000.0,Junior,Sales & Marketing
44.0,Male,PhD,Data Scientist,15.0,150000.0,Regular,Data & Analytics
28.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
36.0,Female,Master's,Marketing Coordinator,9.0,100000.0,Regular,Sales & Marketing
31.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
42.0,Male,PhD,Data Scientist,14.0,140000.0,Regular,Data & Analytics
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
26.0,Male,High School,Sales Associate,2.0,30000.0,Junior,Sales & Marketing
39.0,Female,Master's,Marketing Manager,11.0,120000.0,Regular,Management
